4,47.39,0.22
4,44.21,0.18
4,45.94,0.15
4,40.02,0.23
4,47.76,0.19
4,47.01,0.21
4,47.28,0.19
4,46.39,0.22
4,46.56,0.17
4,44.82,0.19
4,48.75,0.20
4,46.72,0.19
4,47.22,0.15
4,45.62,0.18
4,45.97,0.25
4,45.81,0.18
4,47.59,0.18
4,46.88,0.20
4,44.83,0.17
4,48.56,0.17
4,49.36,0.15
4,46.29,0.20
4,47.17,0.19
4,47.27,0.16
4,48.37,0.17
4,49.21,0.17
4,48.14,0.24
4,46.34,0.21
4,43.72,0.32
4,38.96,0.22
4,43.04,0.21
4,39.39,0.16
4,30.00,0.28
4,30.01,0.21
4,30.00,0.26
4,32.86,0.17
4,42.84,0.20
4,46.29,0.23
4,44.96,0.24
4,43.97,0.17
4,47.93,0.25
4,40.83,0.21
4,43.25,0.27
4,48.86,0.18
4,49.84,0.20
4,48.59,0.18
4,49.36,0.19
4,48.97,0.18
4,48.26,0.16
4,47.73,0.19
4,49.24,0.18
4,49.46,0.19
4,49.09,0.19
4,48.98,0.16
4,44.51,0.19
4,46.37,0.23
4,48.30,0.19
4,49.94,0.18
4,50.35,0.17
4,48.76,0.19
4,50.57,0.18
4,47.32,0.17
4,47.71,0.19
4,43.83,0.22
4,45.78,0.18
4,48.28,0.18
4,42.35,0.64
4,44.89,0.21
4,46.37,0.16
4,49.81,0.19
4,44.14,0.21
4,40.76,0.22
4,47.37,0.19
4,47.97,0.18
4,46.17,0.20
4,48.17,0.17
4,45.11,0.21
4,46.28,0.17
4,48.71,0.16
4,47.12,0.19
4,50.35,0.19
4,49.95,0.21
4,49.11,0.21
4,49.20,0.17
4,46.72,0.20
4,48.79,0.18
4,48.56,0.18
4,50.76,0.17
4,49.35,0.19
4,49.21,0.17
4,48.78,0.17
4,49.70,0.16
4,49.37,0.16
4,50.04,0.17
4,50.31,0.18
4,49.48,0.16
4,50.22,0.20
4,49.08,0.21
4,48.62,0.18
4,49.82,0.17
4,48.54,0.19
4,49.60,0.19
4,50.68,0.17
4,49.81,0.15
4,50.16,0.16
4,49.67,0.20
4,50.29,0.15
4,50.75,0.17
4,48.92,0.16
4,49.63,0.19
4,51.13,0.22
4,48.25,0.19
4,47.85,0.16
4,49.88,0.18
4,48.53,0.17
4,49.70,0.19
4,49.67,0.15
4,49.50,0.32
4,47.80,0.15
4,50.22,0.19
4,49.42,0.16
4,49.61,0.15
4,49.80,0.19
4,50.10,0.18
4,49.65,0.19
4,48.79,0.25
4,49.30,0.18
4,49.80,0.19
4,40.30,0.17
4,45.64,0.16
4,48.46,0.19
4,50.65,0.19
4,49.34,0.22
4,48.20,0.19
4,47.80,0.21
4,48.32,0.15
4,49.78,0.18
4,48.80,0.16
4,48.53,0.17
4,49.91,0.21
4,42.77,0.19
4,45.82,0.18
4,47.30,0.19
4,49.23,0.19
4,47.25,0.19
4,45.54,0.19
4,45.25,0.19
4,48.20,0.22
4,49.85,0.18
4,45.81,0.19
4,47.70,0.18
4,48.75,0.15
4,44.94,0.24
4,45.26,0.20
4,48.05,0.16
4,46.36,0.18
4,49.37,0.19
4,47.40,0.15
4,48.37,2.69
4,44.93,0.18
4,48.53,0.17
4,49.38,0.19
4,48.58,0.19
4,49.01,0.19
4,48.34,0.19
4,49.74,0.20
4,49.50,0.19
4,48.77,0.16
4,48.61,0.17
4,49.35,0.18
4,48.35,0.17
4,46.64,0.26
4,44.01,0.18
4,39.87,0.18
4,43.78,0.22
4,48.75,0.19
4,50.13,0.18
4,48.36,0.16
4,47.56,0.20
4,47.21,0.17
4,47.68,0.17
4,44.37,0.21
4,38.91,0.25
4,45.39,0.22
4,44.73,0.23
4,44.49,0.20
4,48.55,0.15
4,50.52,0.23
4,45.95,0.17
4,43.81,0.18
4,48.47,0.19
4,47.90,0.19
4,48.97,0.19
4,48.17,0.17
4,49.02,0.21
4,47.86,0.16
4,47.97,0.18
4,46.27,0.19
4,49.57,0.20
4,48.22,0.16
4,48.93,0.19
4,40.98,0.22
4,48.14,0.20
4,51.38,0.18
4,44.81,0.21
4,45.71,0.17
4,45.75,0.24
4,46.99,0.19
4,47.45,0.20
4,48.80,0.18
4,43.18,0.18
4,46.81,0.21
4,47.42,0.19
4,44.96,0.16
4,47.15,0.16
4,43.77,0.21
4,48.30,0.20
4,49.27,0.15
4,50.90,0.15
4,51.22,0.16
4,49.14,0.17
4,50.07,0.18
4,49.12,0.18
4,51.75,0.17
4,51.65,0.18
4,49.03,0.20
4,49.30,0.18
4,46.95,0.21
4,44.30,0.17
4,38.19,0.21
4,43.33,0.23
4,48.70,0.15
4,49.96,0.21
4,49.75,0.17
4,50.87,0.15
4,49.31,0.16
4,50.58,0.18
4,50.26,0.22
4,49.60,0.16
4,51.08,0.15
4,50.45,0.15
4,48.75,0.17
4,50.13,0.16
4,49.74,0.18
4,50.19,0.19
4,50.37,0.15
4,49.22,0.17
4,48.93,0.20
4,50.00,0.15
4,49.69,0.19
4,47.87,0.22
4,50.48,0.18
4,50.99,0.19
4,49.97,0.15
4,50.04,0.22
4,48.49,0.19
4,48.21,0.53
4,49.14,0.16
4,48.52,0.15
4,48.09,0.20
4,49.05,0.19
4,50.22,0.17
4,50.27,0.16
4,50.65,0.18
4,47.51,0.20
4,49.91,0.19
4,50.66,0.20
4,50.91,0.19
4,50.09,0.20
4,49.13,0.21
4,51.54,0.15
4,51.36,0.19
4,50.33,0.18
4,49.39,0.20
4,50.91,0.19
4,51.02,0.15
4,51.44,0.16
4,50.05,0.20
4,50.99,0.17
4,50.79,0.15
4,51.17,0.19
4,49.83,0.19
4,48.07,0.15
4,50.29,0.21
4,50.61,0.19
4,49.15,0.15
4,50.46,0.16
4,45.23,0.22
4,47.12,0.19
4,39.61,0.72
4,41.70,0.16
4,49.46,0.15
4,48.18,0.15
4,48.41,0.17
4,49.47,0.16
4,47.09,0.15
4,48.70,0.23
4,48.29,0.21
4,49.49,0.17
4,49.66,0.18
4,48.55,0.19
4,48.91,0.17
4,50.07,0.18
4,50.62,0.19
4,50.32,0.17
4,50.72,0.18
4,51.39,0.17
4,50.70,0.17
4,48.82,0.17
4,48.51,0.18
